distnum,distname,type,lastname,middlename,firstname,party,numvotes,voteshare,rejected,totalvotes
24014,Pierre-Boucher--Les Patriotes--Verchères,validated,Chalifoux,,Simon,LPC,17333.0,28.5,913.0,61696.0
24014,Pierre-Boucher--Les Patriotes--Verchères,validated,Daviault,,Mathieu,CPC,4910.0,8.1,913.0,61696.0
24014,Pierre-Boucher--Les Patriotes--Verchères,validated,English,,Sean,NDP,4192.0,6.9,913.0,61696.0
24014,Pierre-Boucher--Les Patriotes--Verchères,validated,Gariépy,,Dany,GPC,2955.0,4.9,913.0,61696.0
24015,Bourassa,validated,Ashe,,Payton,GPC,1343.0,3.3,1009.0,41360.0
24015,Bourassa,validated,Di Iorio,,Joseph,Independent,212.0,0.5,1009.0,41360.0
24015,Bourassa,validated,Dubourg,,Emmanuel,LPC,23231.0,57.6,1009.0,41360.0
24015,Bourassa,validated,Lamour,,Konrad,NDP,3204.0,7.9,1009.0,41360.0
24015,Bourassa,validated,Lavoie,,Anne-Marie,Bloc,9043.0,22.4,1009.0,41360.0
24015,Bourassa,validated,Lefebvre,,Catherine,CPC,2899.0,7.2,1009.0,41360.0
24015,Bourassa,validated,Léger,,Louis,PPC,347.0,0.9,1009.0,41360.0
24015,Bourassa,validated,Roy,,Françoise,ML,72.0,0.2,1009.0,41360.0
24016,Brome--Missisquoi,validated,Allard,,Monique,Bloc,21152.0,34.4,962.0,62403.0
24016,Brome--Missisquoi,validated,Bessette,,Lyne,LPC,23450.0,38.2,962.0,62403.0
24016,Brome--Missisquoi,validated,Cloutier,,Steeve,Parti Rhinocéros Party,310.0,0.5,962.0,62403.0
24016,Brome--Missisquoi,validated,Cotton,,Lawrence,VCP,187.0,0.3,962.0,62403.0
24016,Brome--Missisquoi,validated,Côté,,Bruno,CPC,7697.0,12.5,962.0,62403.0
24016,Brome--Missisquoi,validated,Dallaire,,Normand,GPC,3302.0,5.4,962.0,62403.0
24016,Brome--Missisquoi,validated,Jetté,,Sylvie,NDP,4887.0,8.0,962.0,62403.0
24016,Brome--Missisquoi,validated,Poulin,,François,PPC,456.0,0.7,962.0,62403.0
24017,Brossard--Saint-Lambert,validated,Audet,,Marc,NDP,5410.0,9.5,657.0,57309.0
24017,Brossard--Saint-Lambert,validated,De Luca,,Grégory,GPC,2935.0,5.2,657.0,57309.0
24017,Brossard--Saint-Lambert,validated,Diotte,,Marie-Claude,Bloc,11131.0,19.6,657.0,57309.0
24017,Brossard--Saint-Lambert,validated,Hoa,,Glenn,CPC,6112.0,10.8,657.0,57309.0
24017,Brossard--Saint-Lambert,validated,Mendès,,Alexandra,LPC,30537.0,53.9,657.0,57309.0
24017,Brossard--Saint-Lambert,validated,Nassif,,Sam,PPC,527.0,0.9,657.0,57309.0
24018,Rimouski-Neigette--Témiscouata--Les Basques,validated,Blanchette-Joncas,,Maxime,Bloc,17314.0,37.8,758.0,46525.0
24018,Rimouski-Neigette--Témiscouata--Les Basques,validated,Brassard-Fortin,,Nancy,CPC,4073.0,8.9,758.0,46525.0
24018,Rimouski-Neigette--Témiscouata--Les Basques,validated,Caron,,Guy,NDP,13050.0,28.5,758.0,46525.0
24018,Rimouski-Neigette--Témiscouata--Les Basques,validated,Lacombe,,Pierre,PPC,232.0,0.5,758.0,46525.0
24018,Rimouski-Neigette--Témiscouata--Les Basques,validated,Picker-Paquin,,Lysane,Parti Rhinocéros Party,179.0,0.4,758.0,46525.0
24018,Rimouski-Neigette--Témiscouata--Les Basques,validated,Pilon,,Chantal,LPC,10095.0,22.1,758.0,46525.0
24018,Rimouski-Neigette--Témiscouata--Les Basques,validated,Rioux,,Jocelyn,GPC,824.0,1.8,758.0,46525.0
24019,Charlesbourg--Haute-Saint-Charles,validated,Bourdeau,,Guillaume,NDP,4554.0,7.7,1264.0,60360.0
24019,Charlesbourg--Haute-Saint-Charles,validated,Coly,,René-Paul,LPC,12584.0,21.3,1264.0,60360.0
24019,Charlesbourg--Haute-Saint-Charles,validated,D'Eer,,Alain,Bloc,16053.0,27.2,1264.0,60360.0
24019,Charlesbourg--Haute-Saint-Charles,validated,Moisan-Domm,,Samuel,GPC,2042.0,3.5,1264.0,60360.0
24019,Charlesbourg--Haute-Saint-Charles,validated,Paul-Hus,,Pierre,CPC,22484.0,38.0,1264.0,60360.0
24019,Charlesbourg--Haute-Saint-Charles,validated,Pronovost,,Joey,PPC,1379.0,2.3,1264.0,60360.0
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,validated,Bernier,,Raymond,No Affiliation,1335.0,2.6,976.0,51611.0
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,validated,Boucher,,Sylvie,CPC,15044.0,29.7,976.0,51611.0
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,validated,Briand,,Gérard,NDP,2841.0,5.6,976.0,51611.0
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,validated,Desbiens,,Caroline,Bloc,18407.0,36.4,976.0,51611.0
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,validated,Fortin,,Manon,LPC,10608.0,20.9,976.0,51611.0
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,validated,Guertin,,Richard,GPC,1355.0,2.7,976.0,51611.0
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,validated,Parent,,Jean-Claude,PPC,1045.0,2.1,976.0,51611.0
24021,Châteauguay--Lacolle,validated,Benoit,,Jeff,PPC,563.0,1.1,1071.0,53473.0
24021,Châteauguay--Lacolle,validated,Chénier,,Pierre,ML,64.0,0.1,1071.0,53473.0
24021,Châteauguay--Lacolle,validated,Gagnon,,Marc,Pour l'Indépendance du Québec,393.0,0.7,1071.0,53473.0
24021,Châteauguay--Lacolle,validated,Haddad,,Meryam,GPC,1929.0,3.7,1071.0,53473.0
24021,Châteauguay--Lacolle,validated,Lalime,,Marika,NDP,4005.0,7.6,1071.0,53473.0
24021,Châteauguay--Lacolle,validated,Laplante,,Hugues,CPC,5851.0,11.2,1071.0,53473.0
24021,Châteauguay--Lacolle,validated,Shanahan,,Brenda,LPC,20118.0,38.4,1071.0,53473.0
24021,Châteauguay--Lacolle,validated,Valdivia,,Claudia,Bloc,19479.0,37.2,1071.0,53473.0
24022,Chicoutimi--Le Fjord,validated,Bélanger,,Line,Parti Rhinocéros Party,299.0,0.7,925.0,44806.0
24022,Chicoutimi--Le Fjord,validated,Dautovic,,Dajana,LPC,7504.0,17.1,925.0,44806.0
24022,Chicoutimi--Le Fjord,validated,Girard,,Stéphane,NDP,2855.0,6.5,925.0,44806.0
24022,Chicoutimi--Le Fjord,validated,Martel,,Richard,CPC,16155.0,36.8,925.0,44806.0
24022,Chicoutimi--Le Fjord,validated,Tremblay,,Valérie,Bloc,15321.0,34.9,925.0,44806.0
24022,Chicoutimi--Le Fjord,validated,Voyer,,Jimmy,PPC,359.0,0.8,925.0,44806.0
24022,Chicoutimi--Le Fjord,validated,Youde,,Lynda,GPC,1388.0,3.2,925.0,44806.0
24023,Compton--Stanstead,validated,Benoît,,David,Bloc,18571.0,31.9,988.0,59225.0
24023,Compton--Stanstead,validated,Bibeau,,Marie-Claude,LPC,21731.0,37.3,988.0,59225.0
24023,Compton--Stanstead,validated,Mathieu Chauvette,,Naomie,NDP,5607.0,9.6,988.0,59225.0
24023,Compton--Stanstead,validated,Mc Neil,,Jessy,CPC,8446.0,14.5,988.0,59225.0
24023,Compton--Stanstead,validated,Reed,,Paul,PPC,586.0,1.0,988.0,59225.0
24023,Compton--Stanstead,validated,Rousseau,,Jean,GPC,3044.0,5.2,988.0,59225.0
24023,Compton--Stanstead,validated,Therrien,,Jonathan,Parti Rhinocéros Party,252.0,0.4,988.0,59225.0
24024,Dorval--Lachine--LaSalle,validated,Dhillon,,Anju,LPC,27821.0,52.9,788.0,53362.0
24024,Dorval--Lachine--LaSalle,validated,Hu,,Fang,PC Party,426.0,0.8,788.0,53362.0
24024,Dorval--Lachine--LaSalle,validated,Laquerre,,Céline,CPC,5543.0,10.5,788.0,53362.0
24024,Dorval--Lachine--LaSalle,validated,Malette,,Réjean,GPC,2898.0,5.5,788.0,53362.0
24024,Dorval--Lachine--LaSalle,validated,Morrison,,Lori,NDP,6207.0,11.8,788.0,53362.0
24024,Dorval--Lachine--LaSalle,validated,Torbati,,Arash,PPC,528.0,1.0,788.0,53362.0
24024,Dorval--Lachine--LaSalle,validated,Vaudry,,Jean-Frédéric,Bloc,8974.0,17.1,788.0,53362.0
24024,Dorval--Lachine--LaSalle,validated,Watso,,Xavier,Parti Rhinocéros Party,177.0,0.3,788.0,53362.0
24025,Drummond,validated,Batrhino,,Réal,Parti Rhinocéros Party,270.0,0.5,1126.0,55950.0
24025,Drummond,validated,Bernier,,Frédérik,GPC,1856.0,3.4,1126.0,55950.0
24025,Drummond,validated,Champoux,,Martin,Bloc,24574.0,44.8,1126.0,55950.0
24025,Drummond,validated,Choquette,,François,NDP,8716.0,15.9,1126.0,55950.0
24025,Drummond,validated,Ebacher,,Jessica,CPC,9083.0,16.6,1126.0,55950.0
24025,Drummond,validated,Morales,,William,LPC,9552.0,17.4,1126.0,55950.0
24025,Drummond,validated,Munger,,Lucas,Animal Protection Party,248.0,0.5,1126.0,55950.0
24025,Drummond,validated,Paquet,,Steeve,PPC,525.0,1.0,1126.0,55950.0
24026,Gaspésie--Les Îles-de-la-Madeleine,validated,Beaulieu,,Lynn,NDP,1722.0,4.5,783.0,39163.0
24026,Gaspésie--Les Îles-de-la-Madeleine,validated,Bernatchez,,Guy,Bloc,15659.0,40.8,783.0,39163.0
24026,Gaspésie--Les Îles-de-la-Madeleine,validated,Cowboy,,Jay,Parti Rhinocéros Party,353.0,0.9,783.0,39163.0
24026,Gaspésie--Les Îles-de-la-Madeleine,validated,Drainville,,Dennis,GPC,1130.0,2.9,783.0,39163.0
24026,Gaspésie--Les Îles-de-la-Madeleine,validated,Hébert,,Eric,PPC,198.0,0.5,783.0,39163.0
24026,Gaspésie--Les Îles-de-la-Madeleine,validated,Lebouthillier,,Diane,LPC,16296.0,42.5,783.0,39163.0
24026,Gaspésie--Les Îles-de-la-Madeleine,validated,Pigeon,,Jean-Pierre,CPC,3022.0,7.9,783.0,39163.0
24027,Gatineau,validated,Chaurette,,Eric,NDP,6128.0,11.0,787.0,56570.0
24027,Gatineau,validated,Dostaler,,Guy,GPC,2264.0,4.1,787.0,56570.0
24027,Gatineau,validated,Goneau,,Sylvie,CPC,5745.0,10.3,787.0,56570.0
24027,Gatineau,validated,Lam,,Mario-Roberto,PPC,560.0,1.0,787.0,56570.0
24027,Gatineau,validated,MacKinnon,,Steven,LPC,29084.0,52.1,787.0,56570.0
24027,Gatineau,validated,Nadeau,,Geneviève,Bloc,11926.0,21.4,787.0,56570.0
24027,Gatineau,validated,Soublière,,Pierre,ML,76.0,0.1,787.0,56570.0
24028,Hochelaga,validated,Balatsko,,Stepan,PPC,377.0,0.7,907.0,53944.0
24028,Hochelaga,validated,Blais-Leduc,,Chinook,Parti Rhinocéros Party,314.0,0.6,907.0,53944.0
24028,Hochelaga,validated,Dandenault,,Christine,ML,107.0,0.2,907.0,53944.0
24028,Hochelaga,validated,Fortin,,JP,Communist,101.0,0.2,907.0,53944.0
24028,Hochelaga,validated,Marchand,,Simon,Bloc,17680.0,33.3,907.0,53944.0
24028,Hochelaga,validated,Marcoux,,Christine,CPC,2381.0,4.5,907.0,53944.0
24028,Hochelaga,validated,Martinez Ferrada,,Soraya,LPC,18008.0,34.0,907.0,53944.0
24028,Hochelaga,validated,Morais,,Robert D.,GPC,2618.0,4.9,907.0,53944.0
24028,Hochelaga,validated,Roy-Goyette,,Catheryn,NDP,11451.0,21.6,907.0,53944.0
24029,Honoré-Mercier,validated,Binette,,Jacques,Bloc,9979.0,19.8,1013.0,51376.0
24029,Honoré-Mercier,validated,Croteau,,Guy,CPC,4808.0,9.5,1013.0,51376.0
24029,Honoré-Mercier,validated,Cusmano,,Domenico,GPC,1373.0,2.7,1013.0,51376.0
24029,Honoré-Mercier,validated,Le Seigle,,Yves,ML,71.0,0.1,1013.0,51376.0
24029,Honoré-Mercier,validated,Pham,,Chu Anh,NDP,4130.0,8.2,1013.0,51376.0
24029,Honoré-Mercier,validated,Rodriguez,,Pablo,LPC,29543.0,58.7,1013.0,51376.0
24029,Honoré-Mercier,validated,St-Onge,,Patrick,PPC,459.0,0.9,1013.0,51376.0
24030,Hull--Aylmer,validated,Deschênes,,Alexandre,ML,102.0,0.2,692.0,55685.0
24030,Hull--Aylmer,validated,Duggan,,Mike,CPC,4979.0,9.1,692.0,55685.0
24030,Hull--Aylmer,validated,Fergus,,Greg,LPC,29732.0,54.1,692.0,55685.0
24030,Hull--Aylmer,validated,Grenier,,Sébastien,Parti Rhinocéros Party,195.0,0.4,692.0,55685.0
24030,Hull--Aylmer,validated,Poirier Defoy,,Josée,GPC,3869.0,7.0,692.0,55685.0
24030,Hull--Aylmer,validated,Riopel,,Joanie,Bloc,8011.0,14.6,692.0,55685.0
24030,Hull--Aylmer,validated,Tanguay,,Rowen,PPC,638.0,1.2,692.0,55685.0
24030,Hull--Aylmer,validated,Thibodeau,,Nicolas,NDP,7467.0,13.6,692.0,55685.0
24031,Joliette,validated,Bourgeois,,Michel,LPC,12995.0,22.5,1203.0,58902.0
24031,Joliette,validated,Masse,,Jean-Martin,CPC,5176.0,9.0,1203.0,58902.0
24031,Joliette,validated,Poirier,,Érica,GPC,2343.0,4.1,1203.0,58902.0
24031,Joliette,validated,Prescott,,Sylvain,PPC,498.0,0.9,1203.0,58902.0
24031,Joliette,validated,Savard,,Paul,Pour l'Indépendance du Québec,474.0,0.8,1203.0,58902.0
24031,Joliette,validated,Soumaoro,,Julienne,NDP,2623.0,4.5,1203.0,58902.0
24031,Joliette,validated,Ste-Marie,,Gabriel,Bloc,33590.0,58.2,1203.0,58902.0
24032,Jonquière,validated,Bourdages,,Lyne,GPC,1009.0,2.0,999.0,50366.0
24032,Jonquière,validated,Gagnon,,Philippe,CPC,10338.0,20.9,999.0,50366.0
24032,Jonquière,validated,Garneau,,Vincent,LPC,7849.0,15.9,999.0,50366.0
24032,Jonquière,validated,Simard,,Mario,Bloc,17577.0,35.6,999.0,50366.0
24032,Jonquière,validated,Théodore,,Sylvie,PPC,453.0,0.9,999.0,50366.0
24032,Jonquière,validated,Trudel,,Karine,NDP,12141.0,24.6,999.0,50366.0
24033,La Pointe-de-l'Île,validated,Beaulieu,,Mario,Bloc,26010.0,46.8,1141.0,56675.0
24033,La Pointe-de-l'Île,validated,Coutu,,Robert,CPC,3984.0,7.2,1141.0,56675.0
24033,La Pointe-de-l'Île,validated,Fiori,,Franco,GPC,1910.0,3.4,1141.0,56675.0
24033,La Pointe-de-l'Île,validated,Lafrenaye,,Jacinthe,Pour l'Indépendance du Québec,199.0,0.4,1141.0,56675.0
24033,La Pointe-de-l'Île,validated,Manseau,,Randy,PPC,388.0,0.7,1141.0,56675.0
24033,La Pointe-de-l'Île,validated,Plamondon,,Jonathan,LPC,16898.0,30.4,1141.0,56675.0
24033,La Pointe-de-l'Île,validated,Péclet,,Ève,NDP,6057.0,10.9,1141.0,56675.0
24033,La Pointe-de-l'Île,validated,Royer,,Geneviève,ML,88.0,0.2,1141.0,56675.0
24034,La Prairie,validated,Chouinard,,Normand,ML,100.0,0.2,886.0,62439.0
24034,La Prairie,validated,Hernandez,,Victoria,NDP,4744.0,7.7,886.0,62439.0
24034,La Prairie,validated,Joannette,,Barbara,GPC,2565.0,4.2,886.0,62439.0
24034,La Prairie,validated,Lapointe,,Isabelle,CPC,5540.0,9.0,886.0,62439.0
24034,La Prairie,validated,Poissant,,Jean-Claude,LPC,22504.0,36.6,886.0,62439.0
24034,La Prairie,validated,Therrien,,Alain,Bloc,25707.0,41.8,886.0,62439.0
24034,La Prairie,validated,Yablunovsky,,Gregory,PPC,393.0,0.6,886.0,62439.0
24035,Lac-Saint-Jean,validated,Boudreault,,Danny,PPC,448.0,0.8,1155.0,55382.0
24035,Lac-Saint-Jean,validated,Brunelle-Duceppe,,Alexis,Bloc,23839.0,44.0,1155.0,55382.0
24035,Lac-Saint-Jean,validated,Fortin,,Jean-Simon,NDP,2753.0,5.1,1155.0,55382.0
24035,Lac-Saint-Jean,validated,Fradette,,Jocelyn,CPC,12544.0,23.1,1155.0,55382.0
24035,Lac-Saint-Jean,validated,Gagnon-Bond,,Julie,GPC,1010.0,1.9,1155.0,55382.0
24035,Lac-Saint-Jean,validated,Hébert,,Richard,LPC,13633.0,25.1,1155.0,55382.0
24036,Lac-Saint-Louis,validated,Benoît,,Julie,Bloc,3169.0,5.3,445.0,59970.0
24036,Lac-Saint-Louis,validated,Charles,,Gary,PPC,805.0,1.4,445.0,59970.0
24036,Lac-Saint-Louis,validated,Chevalier,,Dana,NDP,7263.0,12.2,445.0,59970.0
24036,Lac-Saint-Louis,validated,Coelho,,Ralston,Nationalist,28.0,0.0,445.0,59970.0
24036,Lac-Saint-Louis,validated,Francis,,Ann,CPC,9083.0,15.3,445.0,59970.0
24036,Lac-Saint-Louis,validated,Kona-Mancini,,Milan,GPC,4176.0,7.0,445.0,59970.0
24036,Lac-Saint-Louis,validated,Scarpaleggia,,Francis,LPC,34622.0,58.2,445.0,59970.0
24036,Lac-Saint-Louis,validated,de Martigny,,Victoria,Animal Protection Party,379.0,0.6,445.0,59970.0
24037,LaSalle--Émard--Verdun,validated,Bélanger,,Rhino Jacques,Parti Rhinocéros Party,265.0,0.5,864.0,53255.0
24037,LaSalle--Émard--Verdun,validated,Côté,,Julien,Independent,274.0,0.5,864.0,53255.0
24037,LaSalle--Émard--Verdun,validated,Dion,,Isabel,Bloc,12619.0,24.1,864.0,53255.0
24037,LaSalle--Émard--Verdun,validated,Lametti,,David,LPC,22803.0,43.5,864.0,53255.0
24037,LaSalle--Émard--Verdun,validated,Mercier,,Jency,GPC,3583.0,6.8,864.0,53255.0
24037,LaSalle--Émard--Verdun,validated,Rocchi,,Claudio,CPC,3690.0,7.0,864.0,53255.0
24037,LaSalle--Émard--Verdun,validated,Scott,,Steven,NDP,8628.0,16.5,864.0,53255.0
24037,LaSalle--Émard--Verdun,validated,Studd,,Eileen,ML,39.0,0.1,864.0,53255.0
24037,LaSalle--Émard--Verdun,validated,Turgeon,,Daniel,PPC,490.0,0.9,864.0,53255.0
24038,Laurentides--Labelle,validated,Chantrel,,Gaël,GPC,3157.0,4.8,1018.0,66424.0
24038,Laurentides--Labelle,validated,Dufour,,Claude,NDP,4122.0,6.3,1018.0,66424.0
24038,Laurentides--Labelle,validated,Evanko,,Richard,PPC,418.0,0.6,1018.0,66424.0
24038,Laurentides--Labelle,validated,Gaudreau,,Marie-Hélène,Bloc,30625.0,46.8,1018.0,66424.0
24038,Laurentides--Labelle,validated,Graham,,David,LPC,21655.0,33.1,1018.0,66424.0
24038,Laurentides--Labelle,validated,Grégoire,,Serge,CPC,4983.0,7.6,1018.0,66424.0
24038,Laurentides--Labelle,validated,Leclerc,,Michel,Independent,174.0,0.3,1018.0,66424.0
24038,Laurentides--Labelle,validated,Schneider,,Ludovic,Parti Rhinocéros Party,272.0,0.4,1018.0,66424.0
24039,Laurier--Sainte-Marie,validated,Azzaoui,,Jamil,GPC,3225.0,6.0,551.0,53960.0
24039,Laurier--Sainte-Marie,validated,Bui,,Christine,PPC,320.0,0.6,551.0,53960.0
24039,Laurier--Sainte-Marie,validated,Duchesne,,Michel,Bloc,12188.0,22.8,551.0,53960.0
24039,Laurier--Sainte-Marie,validated,Guilbeault,,Steven,LPC,22306.0,41.8,551.0,53960.0
24039,Laurier--Sainte-Marie,validated,Lachapelle,,Serge,ML,98.0,0.2,551.0,53960.0
24039,Laurier--Sainte-Marie,validated,Machouf,,Nimâ,NDP,13453.0,25.2,551.0,53960.0
24039,Laurier--Sainte-Marie,validated,Morals,,Archie,Parti Rhinocéros Party,208.0,0.4,551.0,53960.0
24039,Laurier--Sainte-Marie,validated,Mourkes,,Dimitri,Independent,42.0,0.1,551.0,53960.0
24039,Laurier--Sainte-Marie,validated,Welsh,,Adrien,Communist,67.0,0.1,551.0,53960.0
24039,Laurier--Sainte-Marie,validated,des Greniers,,Lise,CPC,1502.0,2.8,551.0,53960.0
24040,Laval--Les Îles,validated,Beauchamp,,Marie-Louise,PPC,885.0,1.6,840.0,54801.0
24040,Laval--Les Îles,validated,Beddad,,Nacera,Bloc,11120.0,20.6,840.0,54801.0
24040,Laval--Les Îles,validated,EL-Khoury,,Fayçal,LPC,26031.0,48.2,840.0,54801.0
24040,Laval--Les Îles,validated,Madi,,Sari,GPC,2306.0,4.3,840.0,54801.0
24040,Laval--Les Îles,validated,Onofre De Lima,,Noémia,NDP,4803.0,8.9,840.0,54801.0
24040,Laval--Les Îles,validated,Pentefountas,,Tom,CPC,8816.0,16.3,840.0,54801.0
24041,Longueuil--Charles-LeMoyne,validated,Cousineau,,Henri,PPC,558.0,1.1,1067.0,52611.0
24041,Longueuil--Charles-LeMoyne,validated,Dhatsenpa,,Kalden,NDP,5289.0,10.3,1067.0,52611.0
24041,Longueuil--Charles-LeMoyne,validated,Lepage,,Cathy,Bloc,18794.0,36.5,1067.0,52611.0
24041,Longueuil--Charles-LeMoyne,validated,Poitras,,Casandra,GPC,2978.0,5.8,1067.0,52611.0
24041,Longueuil--Charles-LeMoyne,validated,Robichaud,,Stéphane,CPC,3811.0,7.4,1067.0,52611.0
24041,Longueuil--Charles-LeMoyne,validated,Romanado,,Sherry,LPC,20114.0,39.0,1067.0,52611.0
24042,Lévis--Lotbinière,validated,Brault,,François-Noël,Bloc,15921.0,25.1,1241.0,64730.0
24042,Lévis--Lotbinière,validated,Daigle,,Ghislain,LPC,10761.0,16.9,1241.0,64730.0
24042,Lévis--Lotbinière,validated,Fontaine,,Marc,PPC,2247.0,3.5,1241.0,64730.0
24042,Lévis--Lotbinière,validated,Gourde,,Jacques,CPC,28297.0,44.6,1241.0,64730.0
24042,Lévis--Lotbinière,validated,Kerr,,Patrick,GPC,1908.0,3.0,1241.0,64730.0
24042,Lévis--Lotbinière,validated,Marchand,,Christel,NDP,4355.0,6.9,1241.0,64730.0
24043,Longueuil--Saint-Hubert,validated,Clune,,Patrick,CPC,3779.0,6.3,1086.0,60930.0
24043,Longueuil--Saint-Hubert,validated,Comeau,,Ellen,PPC,467.0,0.8,1086.0,60930.0
24043,Longueuil--Saint-Hubert,validated,Ferland,,Éric,NDP,5104.0,8.5,1086.0,60930.0
24043,Longueuil--Saint-Hubert,validated,Filion,,Pierre-Luc,Independent,217.0,0.4,1086.0,60930.0
24043,Longueuil--Saint-Hubert,validated,Hébert,,Réjean,LPC,20471.0,34.2,1086.0,60930.0
24043,Longueuil--Saint-Hubert,validated,Nantel,,Pierre,GPC,6745.0,11.3,1086.0,60930.0
24043,Longueuil--Saint-Hubert,validated,Trudel,,Denis,Bloc,23061.0,38.5,1086.0,60930.0
24044,Louis-Hébert,validated,Brisson,,Daniel,PPC,1016.0,1.6,873.0,62933.0
24044,Louis-Hébert,validated,Dahan,,Ali,Independent,267.0,0.4,873.0,62933.0
24044,Louis-Hébert,validated,Diab,,Macarena,GPC,2466.0,4.0,873.0,62933.0
24044,Louis-Hébert,validated,Guérette,,Marie-Josée,CPC,10912.0,17.6,873.0,62933.0
24044,Louis-Hébert,validated,Hébert,,Christian,Bloc,17375.0,28.0,873.0,62933.0
24044,Louis-Hébert,validated,Juneau,,Jérémie,NDP,4884.0,7.9,873.0,62933.0
24044,Louis-Hébert,validated,Lightbound,,Joël,LPC,25140.0,40.5,873.0,62933.0
24045,Louis-Saint-Laurent,validated,Amram Ducharme,,Colette,NDP,4339.0,6.6,1389.0,66950.0
24045,Louis-Saint-Laurent,validated,Cusson,,Jean-Christophe,LPC,13571.0,20.7,1389.0,66950.0
24045,Louis-Saint-Laurent,validated,Côté,,Guillaume,PPC,1543.0,2.4,1389.0,66950.0
24045,Louis-Saint-Laurent,validated,Deltell,,Gérard,CPC,29279.0,44.7,1389.0,66950.0
24045,Louis-Saint-Laurent,validated,Desgagnés,,Jeanne-Paule,Bloc,14674.0,22.4,1389.0,66950.0
24045,Louis-Saint-Laurent,validated,Riedo,,Sandra Mara,GPC,2155.0,3.3,1389.0,66950.0
24046,Manicouagan,validated,Corriveau,,François,CPC,7771.0,19.2,712.0,41102.0
24046,Manicouagan,validated,Côté,,Gabriel,PPC,283.0,0.7,712.0,41102.0
24046,Manicouagan,validated,Gill,,Marilène,Bloc,21768.0,53.9,712.0,41102.0
24046,Manicouagan,validated,Gélineau,,Jacques,GPC,1293.0,3.2,712.0,41102.0
24046,Manicouagan,validated,McCool,,Colleen,NDP,1482.0,3.7,712.0,41102.0
24046,Manicouagan,validated,Savard,,Dave,LPC,7793.0,19.3,712.0,41102.0
24047,Mégantic--L'Érable,validated,Berthold,,Luc,CPC,23392.0,49.2,898.0,48406.0
24047,Mégantic--L'Érable,validated,Boisvert,,Mathieu,NDP,1936.0,4.1,898.0,48406.0
24047,Mégantic--L'Érable,validated,Charette,,Nicole,GPC,1258.0,2.6,898.0,48406.0
24047,Mégantic--L'Érable,validated,Corbeil,,Priscilla,Bloc,12249.0,25.8,898.0,48406.0
24047,Mégantic--L'Érable,validated,Grégoire,,Isabelle,LPC,7388.0,15.6,898.0,48406.0
24047,Mégantic--L'Érable,validated,Lauzier,,Marie  Claude,PPC,812.0,1.7,898.0,48406.0
24047,Mégantic--L'Érable,validated,Paradis,,Jean,Independent,217.0,0.5,898.0,48406.0
24047,Mégantic--L'Érable,validated,Roy,,Damien,Parti Rhinocéros Party,256.0,0.5,898.0,48406.0
24048,Mirabel,validated,Biacchi,,Pietro,Pour l'Indépendance du Québec,332.0,0.5,1286.0,66316.0
24048,Mirabel,validated,Desrochers,,François,CPC,5940.0,9.1,1286.0,66316.0
24048,Mirabel,validated,Marcil,,Simon,Bloc,33219.0,51.1,1286.0,66316.0
24048,Mirabel,validated,Montpetit,,Christian,PPC,641.0,1.0,1286.0,66316.0
24048,Mirabel,validated,Saint-Germain,,Anne-Marie,NDP,5219.0,8.0,1286.0,66316.0
24048,Mirabel,validated,Tremblay,,Julie,GPC,3517.0,5.4,1286.0,66316.0
24048,Mirabel,validated,Trudel,,Karl,LPC,16162.0,24.9,1286.0,66316.0
24049,Montarville,validated,Bergeron,,Stéphane,Bloc,25366.0,42.8,742.0,59970.0
24049,Montarville,validated,Lavallée,,Julie,PPC,501.0,0.8,742.0,59970.0
24049,Montarville,validated,Pelland,,Jean-Charles,GPC,2967.0,5.0,742.0,59970.0
24049,Montarville,validated,Picard,,Michel,LPC,21061.0,35.6,742.0,59970.0
24049,Montarville,validated,Sauvageau,,Julie,CPC,4138.0,7.0,742.0,59970.0
24049,Montarville,validated,Sellah,,Djaouida,NDP,4984.0,8.4,742.0,59970.0
24049,Montarville,validated,Thibault-Vincent,,Thomas,Parti Rhinocéros Party,211.0,0.4,742.0,59970.0
24050,Montcalm,validated,Bonello-Stauch,,Julian,NDP,3514.0,6.4,1311.0,56117.0
24050,Montcalm,validated,Clénin,,Hugo,PPC,524.0,1.0,1311.0,56117.0
24050,Montcalm,validated,Desroches,,Gisèle,CPC,4942.0,9.0,1311.0,56117.0
24050,Montcalm,validated,Goyette,,Mathieu,GPC,2416.0,4.4,1311.0,56117.0
24050,Montcalm,validated,Labelle,,Marc,Pour l'Indépendance du Québec,419.0,0.8,1311.0,56117.0
24050,Montcalm,validated,Sayegh,,Isabel,LPC,11200.0,20.4,1311.0,56117.0
24050,Montcalm,validated,Thériault,,Luc,Bloc,31791.0,58.0,1311.0,56117.0
