distnum,distname,type,lastname,middlename,firstname,party,numvotes,voteshare,rejected,totalvotes
24050,Montcalm,validated,Bonello-Stauch,,Julian,NDP-New Democratic Party,3514.0,6.4,1311.0,56117.0
24050,Montcalm,validated,Clénin,,Hugo,People's Party,524.0,1.0,1311.0,56117.0
24050,Montcalm,validated,Desroches,,Gisèle,Conservative,4942.0,9.0,1311.0,56117.0
24050,Montcalm,validated,Goyette,,Mathieu,Green Party,2416.0,4.4,1311.0,56117.0
24050,Montcalm,validated,Labelle,,Marc,Pour l'Indépendance du Québec,419.0,0.8,1311.0,56117.0
24050,Montcalm,validated,Sayegh,,Isabel,Liberal,11200.0,20.4,1311.0,56117.0
24050,Montcalm,validated,Thériault,,Luc,Bloc Québécois,31791.0,58.0,1311.0,56117.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Ducharme,,Denis,Green Party,1030.0,2.0,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Gagnon,,Louis,Bloc Québécois,16261.0,32.3,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Généreux,,Bernard,Conservative,20989.0,41.7,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Haché,,Serge,People's Party,417.0,0.8,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Latulippe,,Hugo,NDP-New Democratic Party,3481.0,6.9,976.0,51364.0
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,validated,Legault d'Auteuil,,Aladin,Liberal,8210.0,16.3,976.0,51364.0
24052,Mount Royal,validated,Badra,,Clément,Green Party,2389.0,5.5,583.0,44262.0
24052,Mount Royal,validated,Baland,,Eric-Abel,NDP-New Democratic Party,3609.0,8.3,583.0,44262.0
24052,Mount Royal,validated,Housefather,,Anthony,Liberal,24590.0,56.3,583.0,44262.0
24052,Mount Royal,validated,Johnston,,Diane,ML,85.0,0.2,583.0,44262.0
24052,Mount Royal,validated,Levesque,,Xavier,Bloc Québécois,1757.0,4.0,583.0,44262.0
24052,Mount Royal,validated,Lozoff,,Zachary,People's Party,362.0,0.8,583.0,44262.0
24052,Mount Royal,validated,Tordjman,,David,Conservative,10887.0,24.9,583.0,44262.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Drabkin,,Neil,Conservative,5759.0,11.4,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Garneau,,Marc,Liberal,28323.0,56.3,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Gertler,,Franklin,NDP-New Democratic Party,7753.0,15.4,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Green,,Robert,Green Party,5397.0,10.7,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Hoffman,,Rachel,ML,67.0,0.1,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Jetté,,Jennifer,Bloc Québécois,2359.0,4.7,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Thomas,,Jeffery A.,Independent,98.0,0.2,446.0,50767.0
24053,Notre-Dame-de-Grâce--Westmount,validated,Valiquette,,André,People's Party,565.0,1.1,446.0,50767.0
24054,Outremont,validated,Bendayan,,Rachel,Liberal,19148.0,46.2,455.0,41912.0
24054,Outremont,validated,Clarke,,Andrea,NDP-New Democratic Party,8319.0,20.1,455.0,41912.0
24054,Outremont,validated,Green,,Daniel,Green Party,5018.0,12.1,455.0,41912.0
24054,Outremont,validated,Grimard,,Célia,Bloc Québécois,5741.0,13.8,455.0,41912.0
24054,Outremont,validated,Hiemstra,,Mark John,Parti Rhinocéros Party,155.0,0.4,455.0,41912.0
24054,Outremont,validated,Louras,,Jasmine,Conservative,2707.0,6.5,455.0,41912.0
24054,Outremont,validated,Lévesque,,Sabin,People's Party,369.0,0.9,455.0,41912.0
24055,Papineau,validated,Cacereco Berthiaume,,Jean-Patrick,Parti Rhinocéros Party,363.0,0.7,938.0,51719.0
24055,Papineau,validated,Gagnon,,Christian,Bloc Québécois,8124.0,16.0,938.0,51719.0
24055,Papineau,validated,Lefebvre,,Susanne,Christian Heritage Party,186.0,0.4,938.0,51719.0
24055,Papineau,validated,Lupien,,Luc,No Affiliation,75.0,0.1,938.0,51719.0
24055,Papineau,validated,Magnan,,Alain,Independent,76.0,0.1,938.0,51719.0
24055,Papineau,validated,Paré,,Christine,NDP-New Democratic Party,9748.0,19.2,938.0,51719.0
24055,Papineau,validated,Penner,,Steve,No Affiliation,34.0,0.1,938.0,51719.0
24055,Papineau,validated,Sibthorpe,,Mark,People's Party,322.0,0.6,938.0,51719.0
24055,Papineau,validated,Trudeau,,Justin,Liberal,25957.0,51.1,938.0,51719.0
24055,Papineau,validated,Vazquez,,Juan,Green Party,3741.0,7.4,938.0,51719.0
24055,Papineau,validated,Veilleux,,Sophie,Conservative,2155.0,4.2,938.0,51719.0
24056,Pierrefonds--Dollard,validated,El-Khoury,,Bruno Ibrahim,NDP-New Democratic Party,5687.0,10.3,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Henri,,Edline,Bloc Québécois,4469.0,8.1,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Ishak,,Mariam,Conservative,9797.0,17.7,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Khan,,Shahid,Independent,242.0,0.4,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Mintz,,Lisa,Green Party,2866.0,5.2,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Plante,,Martin,Independent,394.0,0.7,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Weishar,,Lee,People's Party,711.0,1.3,682.0,56153.0
24056,Pierrefonds--Dollard,validated,Zuberi,,Sameer,Liberal,31305.0,56.4,682.0,56153.0
24057,Pontiac,validated,Amos,,William,Liberal,30217.0,48.9,661.0,62508.0
24057,Pontiac,validated,Belec,,Mario,People's Party,775.0,1.3,661.0,62508.0
24057,Pontiac,validated,Bertrand,,Claude,Green Party,3762.0,6.1,661.0,62508.0
24057,Pontiac,validated,Blackburn,,Dave,Conservative,10416.0,16.8,661.0,62508.0
24057,Pontiac,validated,Carreiro-Benoit,,Jonathan,Bloc Québécois,9929.0,16.1,661.0,62508.0
24057,Pontiac,validated,Giroux,,Denise,NDP-New Democratic Party,6503.0,10.5,661.0,62508.0
24057,Pontiac,validated,Lang,,Louis,ML,51.0,0.1,661.0,62508.0
24057,Pontiac,validated,Stewart,,Shawn,VCP,194.0,0.3,661.0,62508.0
24058,Portneuf--Jacques-Cartier,validated,Abbatiello,,Luca,People's Party,1915.0,3.0,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Bonsaint,,Mathieu,Bloc Québécois,15707.0,24.3,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Gagnon,,David-Roger,NDP-New Democratic Party,3758.0,5.8,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Gaudet,,Marie-Claude,Green Party,2308.0,3.6,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Godin,,Joël,Conservative,28110.0,43.5,1251.0,65925.0
24058,Portneuf--Jacques-Cartier,validated,Talbot,,Annie,Liberal,12876.0,19.9,1251.0,65925.0
24059,Québec,validated,Boutin,,Bianca,Conservative,8118.0,15.0,1051.0,55249.0
24059,Québec,validated,Bureau,,Tommy,NDP-New Democratic Party,6220.0,11.5,1051.0,55249.0
24059,Québec,validated,CoRhino,,Sébastien,Parti Rhinocéros Party,349.0,0.6,1051.0,55249.0
24059,Québec,validated,Dabiré,,Bruno,People's Party,674.0,1.2,1051.0,55249.0
24059,Québec,validated,Duclos,,Jean-Yves,Liberal,18047.0,33.3,1051.0,55249.0
24059,Québec,validated,Gagnon,,Christiane,Bloc Québécois,17722.0,32.7,1051.0,55249.0
24059,Québec,validated,Joli-Coeur,,Luc,Green Party,2949.0,5.4,1051.0,55249.0
24059,Québec,validated,Paquin,,Luc,Pour l'Indépendance du Québec,119.0,0.2,1051.0,55249.0
24060,Repentigny,validated,Beauregard,,Diane,Green Party,2289.0,3.5,1316.0,66772.0
24060,Repentigny,validated,Benslimane,,Meryem,NDP-New Democratic Party,4470.0,6.8,1316.0,66772.0
24060,Repentigny,validated,Boucher Granger,,Micheline,Pour l'Indépendance du Québec,347.0,0.5,1316.0,66772.0
24060,Repentigny,validated,Branchaud,,Pierre,Conservative,4878.0,7.5,1316.0,66772.0
24060,Repentigny,validated,Larose,,Josée,Liberal,18111.0,27.7,1316.0,66772.0
24060,Repentigny,validated,Pauzé,,Monique,Bloc Québécois,34837.0,53.2,1316.0,66772.0
24060,Repentigny,validated,Saint-Laurent,,Samuel,People's Party,524.0,0.8,1316.0,66772.0
24061,Richmond--Arthabaska,validated,Guérin,,Olivier,NDP-New Democratic Party,2864.0,4.9,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Horth-Lepage,,Laura,Green Party,3133.0,5.3,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Landry,,Jean,People's Party,681.0,1.2,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Nolin,,Olivier,Bloc Québécois,16539.0,28.2,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Patry,,Marc,Liberal,8868.0,15.1,1077.0,59715.0
24061,Richmond--Arthabaska,validated,Rayes,,Alain,Conservative,26553.0,45.3,1077.0,59715.0
24062,Rivière-des-Mille-Îles,validated,Borgers,,Ceylan,Green Party,3015.0,5.2,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Desilets,,Luc,Bloc Québécois,23629.0,40.6,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Hakizimana,,Joseph,NDP-New Democratic Party,5002.0,8.6,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Lapointe,,Linda,Liberal,21009.0,36.1,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Mikhael,,Maikel,Conservative,4684.0,8.1,1090.0,59274.0
24062,Rivière-des-Mille-Îles,validated,Roker Jr,,Hans,People's Party,845.0,1.5,1090.0,59274.0
24063,Rivière-du-Nord,validated,Fortin,,Rhéal,Bloc Québécois,31281.0,52.0,1206.0,61307.0
24063,Rivière-du-Nord,validated,Fréchette,,Sylvie,Conservative,7120.0,11.8,1206.0,61307.0
24063,Rivière-du-Nord,validated,Gagnon,,Florence,Liberal,13402.0,22.3,1206.0,61307.0
24063,Rivière-du-Nord,validated,Leckman,,Joey,Green Party,3345.0,5.6,1206.0,61307.0
24063,Rivière-du-Nord,validated,Michaud,,Normand,People's Party,407.0,0.7,1206.0,61307.0
24063,Rivière-du-Nord,validated,Ouellette,,Myriam,NDP-New Democratic Party,4194.0,7.0,1206.0,61307.0
24063,Rivière-du-Nord,validated,Riqueur-Lainé,,Nicolas,Pour l'Indépendance du Québec,225.0,0.4,1206.0,61307.0
24063,Rivière-du-Nord,validated,St-Gelais,,Lucie,Independent,127.0,0.2,1206.0,61307.0
24064,Rosemont--La Petite-Patrie,validated,André,,Claude,Bloc Québécois,14306.0,23.8,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Boulerice,,Alexandre,NDP-New Democratic Party,25575.0,42.5,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Desrochers,,Gisèle,ML,80.0,0.1,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Désy,,Jean,Green Party,3539.0,5.9,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Hinse,,Geneviève,Liberal,14576.0,24.2,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Lavoie,,Jos Guitare,Parti Rhinocéros Party,346.0,0.6,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Pellerin,,Bobby,People's Party,293.0,0.5,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Raymond,,Normand,Communist,86.0,0.1,718.0,60924.0
24064,Rosemont--La Petite-Patrie,validated,Sarfati,,Johanna,Conservative,1405.0,2.3,718.0,60924.0
24065,Marc-Aurèle-Fortin,validated,Baudelot,,Sonia,Conservative,5423.0,9.7,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Faour,,Ali,NDP-New Democratic Party,4741.0,8.5,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Migliozzi,,Emilio,People's Party,465.0,0.8,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Nitoi,,Lizabel,Bloc Québécois,18069.0,32.4,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Progakis,,Elias,Independent,143.0,0.3,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Robillard,,Yves,Liberal,24865.0,44.5,924.0,56741.0
24065,Marc-Aurèle-Fortin,validated,Tran Le,,Bao,Green Party,2111.0,3.8,924.0,56741.0
24066,Saint-Hyacinthe--Bagot,validated,Barré,,Bernard,Conservative,8062.0,14.4,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Bélanger,,Jean-François,People's Party,478.0,0.9,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Huet-Côté,,Sabrina,Green Party,2031.0,3.6,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Sansoucy,,Brigitte,NDP-New Democratic Party,10297.0,18.4,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Savard-Tremblay,,Simon-Pierre,Bloc Québécois,23143.0,41.4,1391.0,57305.0
24066,Saint-Hyacinthe--Bagot,validated,Vincelette,,René,Liberal,11903.0,21.3,1391.0,57305.0
24067,Saint-Jean,validated,Chenail,,André-Philippe,Green Party,3127.0,5.1,1241.0,63116.0
24067,Saint-Jean,validated,Hivon,,Marc,People's Party,397.0,0.6,1241.0,63116.0
24067,Saint-Jean,validated,Normandin,,Christine,Bloc Québécois,27750.0,44.8,1241.0,63116.0
24067,Saint-Jean,validated,Reeves,,Chantal,NDP-New Democratic Party,4794.0,7.7,1241.0,63116.0
24067,Saint-Jean,validated,Rioux,,Jean,Liberal,18906.0,30.6,1241.0,63116.0
24067,Saint-Jean,validated,Savary,,Yvon,Pour l'Indépendance du Québec,289.0,0.5,1241.0,63116.0
24067,Saint-Jean,validated,Thibert,,Martin,Conservative,6612.0,10.7,1241.0,63116.0
24068,Saint-Laurent,validated,Boutet,,Ginette,ML,71.0,0.2,618.0,40765.0
24068,Saint-Laurent,validated,Gallo,,Miranda,NDP-New Democratic Party,4065.0,10.1,618.0,40765.0
24068,Saint-Laurent,validated,Kokotsis,,Georgia,Green Party,2150.0,5.4,618.0,40765.0
24068,Saint-Laurent,validated,Lambropoulos,,Emmanuella,Liberal,23527.0,58.6,618.0,40765.0
24068,Saint-Laurent,validated,Mikus,,Christopher,People's Party,484.0,1.2,618.0,40765.0
24068,Saint-Laurent,validated,Miljours,,Thérèse,Bloc Québécois,2845.0,7.1,618.0,40765.0
24068,Saint-Laurent,validated,Serour,,Richard,Conservative,7005.0,17.4,618.0,40765.0
24069,Saint-Léonard--Saint-Michel,validated,Ayala,,Paulina,NDP-New Democratic Party,2964.0,6.5,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Colly,,Garnet,ML,85.0,0.2,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Di Serio,,Tina,People's Party,501.0,1.1,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Guillet,,Hassan,Independent,3061.0,6.7,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Lattanzio,,Patricia,Liberal,27866.0,61.3,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Maiolo,,Ilario,Conservative,5423.0,11.9,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Mougin,,Dominique,Bloc Québécois,4351.0,9.6,993.0,46427.0
24069,Saint-Léonard--Saint-Michel,validated,Szilagyi,,Alessandra,Green Party,1183.0,2.6,993.0,46427.0
24070,Saint-Maurice--Champlain,validated,Boisguérin,,Barthélémy,NDP-New Democratic Party,3071.0,5.3,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Champagne,,François-Philippe,Liberal,23104.0,39.6,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Courchesne,,Bruno-Pier,Conservative,9542.0,16.3,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Dufresne,,Stéphanie,Green Party,1809.0,3.1,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Déziel,,Julie,People's Party,938.0,1.6,1307.0,59721.0
24070,Saint-Maurice--Champlain,validated,Morin,,Nicole,Bloc Québécois,19950.0,34.2,1307.0,59721.0
24071,Salaberry--Suroît,validated,AlShawa,,Nahed,Green Party,1997.0,3.2,1285.0,64188.0
24071,Salaberry--Suroît,validated,Bertrand,,Luc,Pour l'Indépendance du Québec,342.0,0.5,1285.0,64188.0
24071,Salaberry--Suroît,validated,Debellefeuille,,Claude,Bloc Québécois,29975.0,47.7,1285.0,64188.0
24071,Salaberry--Suroît,validated,Faubert,,Marc,Liberal,18682.0,29.7,1285.0,64188.0
24071,Salaberry--Suroît,validated,Gottman,,Joan,NDP-New Democratic Party,5024.0,8.0,1285.0,64188.0
24071,Salaberry--Suroît,validated,Larivière,,Cynthia,Conservative,6116.0,9.7,1285.0,64188.0
24071,Salaberry--Suroît,validated,Savard,,Alain,People's Party,767.0,1.2,1285.0,64188.0
24072,Shefford,validated,Breton,,Pierre,Liberal,22605.0,37.1,1313.0,62226.0
24072,Shefford,validated,Clermont,,Nathalie,Conservative,7495.0,12.3,1313.0,62226.0
24072,Shefford,validated,Daviault,,Darlène,Pour l'Indépendance du Québec,294.0,0.5,1313.0,62226.0
24072,Shefford,validated,Larouche,,Andréanne,Bloc Québécois,23503.0,38.6,1313.0,62226.0
24072,Shefford,validated,Plamondon,,Raymonde,NDP-New Democratic Party,3705.0,6.1,1313.0,62226.0
24072,Shefford,validated,Sabbagh,,Mariam,People's Party,497.0,0.8,1313.0,62226.0
24072,Shefford,validated,Turgeon,,Katherine,Green Party,2814.0,4.6,1313.0,62226.0
24073,Sherbrooke,validated,Brière,,Élisabeth,Liberal,17490.0,29.3,1003.0,60729.0
24073,Sherbrooke,validated,Côté,,Steve,Parti Rhinocéros Party,219.0,0.4,1003.0,60729.0
24073,Sherbrooke,validated,Dusseault,,Pierre-Luc,NDP-New Democratic Party,16881.0,28.3,1003.0,60729.0
24073,Sherbrooke,validated,Forgues,,Claude,Bloc Québécois,15470.0,25.9,1003.0,60729.0
24073,Sherbrooke,validated,Moreno,,Edwin,Independent,471.0,0.8,1003.0,60729.0
24073,Sherbrooke,validated,Morin,,Mathieu,Green Party,2716.0,4.5,1003.0,60729.0
24073,Sherbrooke,validated,Richard,,Hubert,No Affiliation,117.0,0.2,1003.0,60729.0
24073,Sherbrooke,validated,Sévigny,,Dany,Conservative,6362.0,10.7,1003.0,60729.0
24074,Vaudreuil--Soulanges,validated,Cox,,Karen,Conservative,7804.0,11.5,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,MacDonald,,Amanda,NDP-New Democratic Party,7368.0,10.8,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,Rouillard,,Noémie,Bloc Québécois,16600.0,24.4,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,Schiefke,,Peter,Liberal,32254.0,47.3,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,Stiff,,Cameron,Green Party,3405.0,5.0,962.0,69104.0
24074,Vaudreuil--Soulanges,validated,Tam,,Kaylin,People's Party,711.0,1.0,962.0,69104.0
24075,Terrebonne,validated,Barnes,,Jeffrey,People's Party,399.0,0.7,1282.0,62617.0
24075,Terrebonne,validated,Beauchemin,,Frédéric,Liberal,17944.0,29.3,1282.0,62617.0
24075,Terrebonne,validated,Beaudoin,,Maxime,NDP-New Democratic Party,4627.0,7.5,1282.0,62617.0
24075,Terrebonne,validated,Boudrias,,Michel,Bloc Québécois,31029.0,50.6,1282.0,62617.0
24075,Terrebonne,validated,Gagnon,,France,Conservative,4640.0,7.6,1282.0,62617.0
24075,Terrebonne,validated,Hébert,,Jade,Independent,159.0,0.3,1282.0,62617.0
24075,Terrebonne,validated,Monette,,Réjean,Green Party,2277.0,3.7,1282.0,62617.0
24075,Terrebonne,validated,Vézina,,Paul,Parti Rhinocéros Party,260.0,0.4,1282.0,62617.0
24076,Trois-Rivières,validated,Aubin,,Robert,NDP-New Democratic Party,10090.0,16.7,1092.0,61630.0
24076,Trois-Rivières,validated,Charbonneau,,Louise,Bloc Québécois,17240.0,28.5,1092.0,61630.0
24076,Trois-Rivières,validated,Duplessis,,Marie,Green Party,1492.0,2.5,1092.0,61630.0
24076,Trois-Rivières,validated,Gingras,,Marc André,People's Party,565.0,0.9,1092.0,61630.0
24076,Trois-Rivières,validated,Lévesque,,Yves,Conservative,15240.0,25.2,1092.0,61630.0
24076,Trois-Rivières,validated,Renaud-Martin,,Valérie,Liberal,15774.0,26.1,1092.0,61630.0
24076,Trois-Rivières,validated,St-Onge Lynch,,Ronald,Independent,137.0,0.2,1092.0,61630.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Bourque,,Nadia,Bloc Québécois,6899.0,13.1,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Cusmano,,Liana Canton,Green Party,3718.0,7.1,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Forian,,Michael,Conservative,4609.0,8.8,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Gaudet,,Tommy,Parti Rhinocéros Party,140.0,0.3,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Langlais,,Jean,People's Party,520.0,1.0,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Miller,,Marc,Liberal,28087.0,53.5,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,O'Sullivan,,Louise B.,Independent,117.0,0.2,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Patenaude,,Marc,No Affiliation,113.0,0.2,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Sullivan,,Linda,ML,45.0,0.1,601.0,53123.0
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,validated,Thiébaut,,Sophie,NDP-New Democratic Party,8274.0,15.8,601.0,53123.0
24078,Vimy,validated,Aliev,,Vassif,NDP-New Democratic Party,4779.0,8.6,1057.0,56590.0
24078,Vimy,validated,Beaulieu,,Claire-Emmanuelle,Bloc Québécois,15455.0,27.8,1057.0,56590.0
24078,Vimy,validated,Brunelle,,Suzanne,People's Party,733.0,1.3,1057.0,56590.0
24078,Vimy,validated,El-Helou,,Rima,Conservative,5951.0,10.7,1057.0,56590.0
24078,Vimy,validated,Koutrakis,,Annie,Liberal,26490.0,47.7,1057.0,56590.0
24078,Vimy,validated,R'Guiba,,Faiza,Green Party,2125.0,3.8,1057.0,56590.0
35001,Ajax,validated,Ali,,Intab,Independent,111.0,0.2,487.0,61507.0
35001,Ajax,validated,Dingwall,,Tom,Conservative,15864.0,26.0,487.0,61507.0
35001,Ajax,validated,Hadley,,Allen Keith,Independent,186.0,0.3,487.0,61507.0
35001,Ajax,validated,Holland,,Mark,Liberal,35198.0,57.7,487.0,61507.0
35001,Ajax,validated,Knight,,Maia,Green Party,2040.0,3.3,487.0,61507.0
35001,Ajax,validated,Malik,,Shokat,NDP-New Democratic Party,7033.0,11.5,487.0,61507.0
35001,Ajax,validated,Russo,,Susanna,People's Party,588.0,1.0,487.0,61507.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Chapman,,Max,Green Party,2192.0,5.4,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Delisle,,Dave,People's Party,887.0,2.2,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Hughes,,Carol,NDP-New Democratic Party,16883.0,41.6,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Marquis De Marmalade,,Le,Parti Rhinocéros Party,125.0,0.3,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Williamson,,Dave,Conservative,10625.0,26.2,384.0,40975.0
35002,Algoma--Manitoulin--Kapuskasing,validated,Wilson,,Heather,Liberal,9879.0,24.3,384.0,40975.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Alleslev,,Leona,Conservative,23568.0,44.4,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Brown,,Aaron,NDP-New Democratic Party,3820.0,7.2,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Flemming,,Timothy,Green Party,2154.0,4.1,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Korovitsyn,,Serge,Libertarian,529.0,1.0,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Patil,,Priya,People's Party,530.0,1.0,454.0,53563.0
35003,Aurora--Oak Ridges--Richmond Hill,validated,Taylor Roy,,Leah,Liberal,22508.0,42.4,454.0,53563.0
35004,Barrie--Innisfil,validated,Brassard,,John,Conservative,23765.0,43.8,376.0,54629.0
35004,Barrie--Innisfil,validated,North,,Bonnie,Green Party,4716.0,8.7,376.0,54629.0
35004,Barrie--Innisfil,validated,Reinio,,Pekka,NDP-New Democratic Party,8880.0,16.4,376.0,54629.0
35004,Barrie--Innisfil,validated,Robinson,,Stephanie,People's Party,1013.0,1.9,376.0,54629.0
35004,Barrie--Innisfil,validated,Wilson,,Lisa-Marie,Liberal,15879.0,29.3,376.0,54629.0
35005,Barrie--Springwater--Oro-Medonte,validated,Janssen,,Dan,NDP-New Democratic Party,7972.0,14.8,378.0,54171.0
35005,Barrie--Springwater--Oro-Medonte,validated,Kalliecharan,,Brian,Liberal,16805.0,31.2,378.0,54171.0
35005,Barrie--Springwater--Oro-Medonte,validated,Lancaster,,Marty,Green Party,7066.0,13.1,378.0,54171.0
35005,Barrie--Springwater--Oro-Medonte,validated,Patterson,,David,People's Party,969.0,1.8,378.0,54171.0
35005,Barrie--Springwater--Oro-Medonte,validated,Shipley,,Doug,Conservative,20981.0,39.0,378.0,54171.0
35006,Bay of Quinte,validated,Bell,,Stephanie,NDP-New Democratic Party,9851.0,16.0,464.0,62011.0
35006,Bay of Quinte,validated,Bordonaro,,Paul,People's Party,1207.0,2.0,464.0,62011.0
35006,Bay of Quinte,validated,Celovsky,,Danny,Green Party,3740.0,6.1,464.0,62011.0
35006,Bay of Quinte,validated,Durkin,,Tim,Conservative,22650.0,36.8,464.0,62011.0
35006,Bay of Quinte,validated,Ellis,,Neil,Liberal,24099.0,39.2,464.0,62011.0
35007,Beaches--East York,validated,Erskine-Smith,,Nathaniel,Liberal,32647.0,57.2,340.0,57418.0
35007,Beaches--East York,validated,Manners,,Sean,Green Party,3378.0,5.9,340.0,57418.0
35007,Beaches--East York,validated,McKenzie,,Deborah,People's Party,831.0,1.5,340.0,57418.0
35007,Beaches--East York,validated,Nam,,Mae J.,NDP-New Democratic Party,12196.0,21.4,340.0,57418.0
35007,Beaches--East York,validated,Nazeer,,Nadirah,Conservative,8026.0,14.1,340.0,57418.0
35008,Brampton Centre,validated,Bawa,,Baljit,People's Party,681.0,1.7,480.0,40238.0
35008,Brampton Centre,validated,Boswell,,Jordan,NDP-New Democratic Party,7819.0,19.7,480.0,40238.0
35008,Brampton Centre,validated,Gershuny,,David,ML,106.0,0.3,480.0,40238.0
35008,Brampton Centre,validated,Gosal,,Pawanjit,Conservative,10696.0,26.9,480.0,40238.0
35008,Brampton Centre,validated,Sangha,,Ramesh,Liberal,18771.0,47.2,480.0,40238.0
